取引No,会計日,会計時間,合計,小計,内消費税,現金,Pontaポイント(Airウォレット),クレジットカード(Airペイ),電子マネー(Airペイ),ポイント(POICHI for Airレジ),クレジットカード(Square),モバイル決済(モバイル決済 for Airレジ),金券合計,売掛合計,おつり,現金以外おつり不支払額,割引/割増,人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,カテゴリ名,メニュー名,種別１,種別２,価格,注文数量,割引/割増数量,割引/割増単価,単位,割引/割増合計額,ID,リソース名
RB0120170418232813000,2017/04/19,01:25:04,11700,10950,866,0,0,0,0,0,0,0,0,11700,0,0,-2,2,19,01:56:51,"カウンター10，カウンター11",0002,"中山 洋子","お造り","おまかせ刺身盛","","",2900,1,0,0,-,0,11DCB18B81284129A29549A25BB5853E,"未設定"
RB0120170418232813000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,2,0,0,-,0,11DCB18B81284129A29549A25BB5853E,
RB0120170418232813000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,2,0,0,-,0,11DCB18B81284129A29549A25BB5853E,
RB0120170418232813000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,2,0,0,-,0,11DCB18B81284129A29549A25BB5853E,
RB0120170418232813000,,,,,,,,,,,,,,,,,,,,,,,,"割り物","割り物&BS","","",380,4,0,0,-,0,11DCB18B81284129A29549A25BB5853E,
RB0120170418232813000,,,,,,,,,,,,,,,,,,,,,,,,"デザート","コーヒーゼリーパフェ","","",380,2,0,0,-,0,11DCB18B81284129A29549A25BB5853E,
RB0120170418232813000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","マグロ三種にぎり","","",850,1,0,0,-,0,11DCB18B81284129A29549A25BB5853E,
RB0120170418232813000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,11DCB18B81284129A29549A25BB5853E,
RB0120170418232813000,,,,,,,,,,,,,,,,,,,,,,,,"ドリンクその他","おすすめ","","",380,1,0,0,-,0,11DCB18B81284129A29549A25BB5853E,
RB0120170418232813000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1300,1,0,0,-,0,11DCB18B81284129A29549A25BB5853E,
RB0120170418232813000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,11DCB18B81284129A29549A25BB5853E,
RB0120170419014342000,2017/04/19,02:02:09,2560,2480,189,3000,0,0,0,0,0,0,0,0,440,0,-4,2,12,00:18:27,"カウンター8，カウンター9",0002,"中山 洋子","ソフトドリンク","ウーロン茶","","",250,2,0,0,-,0,ABF8B2BE040F47E8A12A4B7EFE9C527C,"未設定"
RB0120170419014342000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,2,0,0,-,0,ABF8B2BE040F47E8A12A4B7EFE9C527C,
RB0120170419014342000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,4,0,0,-,0,ABF8B2BE040F47E8A12A4B7EFE9C527C,
RB0120170419014342000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,2,0,0,-,0,ABF8B2BE040F47E8A12A4B7EFE9C527C,
RB0120170419014342000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","あさり汁","","",280,1,0,0,-,0,ABF8B2BE040F47E8A12A4B7EFE9C527C,
RB0120170419014342000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","岩のり汁","","",280,1,0,0,-,0,ABF8B2BE040F47E8A12A4B7EFE9C527C,
RB0120170419004121000,2017/04/19,02:17:22,7190,6790,532,10000,0,0,0,0,0,0,0,0,2810,0,-1,1,16,01:36:00,"カウンター3",0002,"中山 洋子","揚げ物・煮物","げそ磯辺揚","","",650,1,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,"未設定"
RB0120170419004121000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,2,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,
RB0120170419004121000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,2,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,
RB0120170419004121000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,2,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,
RB0120170419004121000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,
RB0120170419004121000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","海老頭汁","","",280,1,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,
RB0120170419004121000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻450","","",450,1,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,
RB0120170419004121000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,
RB0120170419004121000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,2,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,
RB0120170419004121000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",750,1,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,
RB0120170419004121000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",400,1,0,0,-,0,D9346EC1BBD64E8EBBF9F203D7AD7519,
RB0120170419021301000,2017/04/19,03:25:05,6470,6070,479,6470,0,0,0,0,0,0,0,0,0,0,0,1,12,01:12:04,"カウンター5",0002,"中山 洋子","にぎり","上にぎり","","",1350,1,0,0,-,0,857A6E400B0748AFB1BB3405F959CBEA,"未設定"
RB0120170419021301000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,4,0,0,-,0,857A6E400B0748AFB1BB3405F959CBEA,
RB0120170419021301000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,2,0,0,-,0,857A6E400B0748AFB1BB3405F959CBEA,
RB0120170419021301000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,2,0,0,-,0,857A6E400B0748AFB1BB3405F959CBEA,
RB0120170419021301000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","岩のり汁","","",280,1,0,0,-,0,857A6E400B0748AFB1BB3405F959CBEA,
RB0120170419021301000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,857A6E400B0748AFB1BB3405F959CBEA,
RB0120170419021301000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",600,1,0,0,-,0,857A6E400B0748AFB1BB3405F959CBEA,
RB0120170419171330000,2017/04/19,18:25:38,8250,7640,611,0,0,0,0,0,0,0,0,8250,0,0,-1,2,8,01:12:08,"カウンター1，カウンター2",0002,"中山 洋子","ビール","生ビール","","",500,3,0,0,-,0,DDC5F1FD989049C2BBAF6EF41CD748FA,"未設定"
RB0120170419171330000,,,,,,,,,,,,,,,,,,,,,,,,"ワイン","ハウスワイン赤","","",380,1,0,0,-,0,DDC5F1FD989049C2BBAF6EF41CD748FA,
RB0120170419171330000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,DDC5F1FD989049C2BBAF6EF41CD748FA,
RB0120170419171330000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","おまかせ8貫","","",2500,2,0,0,-,0,DDC5F1FD989049C2BBAF6EF41CD748FA,
000220170419185654929,2017/04/19,18:57:08,900,900,66,0,0,0,0,0,0,0,0,900,0,0,0,1,1,00:00:00,"伝票00020206",0002,"中山 洋子","出前","コスモ","","",900,1,0,0,-,0,C32650E6B0344E809A557BE82CDD5E45,"未設定"
RB0120170419191044000,2017/04/19,19:53:42,3690,3440,273,5000,0,0,0,0,0,0,0,0,1310,0,0,1,6,00:42:58,"カウンター7",0002,"中山 洋子","焼き物","穴子白焼","","",1200,1,0,0,-,0,0E5E788E33314A61A9B620C9D1332BFE,"未設定"
RB0120170419191044000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","レンコンはさみ揚","","",650,1,0,0,-,0,0E5E788E33314A61A9B620C9D1332BFE,
RB0120170419191044000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,1,0,0,-,0,0E5E788E33314A61A9B620C9D1332BFE,
RB0120170419191044000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,1,0,0,-,0,0E5E788E33314A61A9B620C9D1332BFE,
RB0120170419191044000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,0E5E788E33314A61A9B620C9D1332BFE,
RB0120170419191044000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",500,1,0,0,-,0,0E5E788E33314A61A9B620C9D1332BFE,
RB0120170419193921000,2017/04/19,20:02:00,6180,5730,457,10000,0,0,0,0,0,0,0,0,3820,0,-8,2,5,00:22:39,"カウンター12，カウンター13",0002,"中山 洋子","焼き物","大エビ塩焼","","",1200,1,0,0,-,0,18D22E7F7CAC4F7AB98652CFE82F11EB,"未設定"
RB0120170419193921000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","おまかせにぎり","","",2600,1,0,0,-,0,18D22E7F7CAC4F7AB98652CFE82F11EB,
RB0120170419193921000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,1,0,0,-,0,18D22E7F7CAC4F7AB98652CFE82F11EB,
RB0120170419193921000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,18D22E7F7CAC4F7AB98652CFE82F11EB,
RB0120170419193921000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1050,1,0,0,-,0,18D22E7F7CAC4F7AB98652CFE82F11EB,
RB0120170419185202000,2017/04/19,20:06:37,10430,9770,772,0,0,0,0,0,0,0,0,10430,0,0,-4,2,19,01:14:34,"テーブル1",0002,"中山 洋子","お造り","あわび活造り","","",1850,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,"未設定"
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","しまあじ刺","","",780,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","赤貝刺","","",1200,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","かきバター焼","","",780,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,2,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,2,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり80","","",80,2,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","手巻220","","",220,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","手巻330","","",330,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","越乃景虎 名水仕込特別純米","","",680,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","〆張鶴 吟醸酒","","",880,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","グレープフルーツサワー","","",380,1,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0120170419185202000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,7636283A188D444992D6F031C2D6440C,
RB0320170419183304000,2017/04/19,20:18:08,26840,26630,1988,30000,0,0,0,0,0,0,0,0,3160,0,0,4,11,01:45:04,"テーブル6",0002,"中山 洋子","焼き物","穴子白焼","","",1200,1,0,0,-,0,95E0EA6A355A4303A1A57BD03EB46D5E,"未設定"
RB0320170419183304000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","たこ唐揚","","",650,1,0,0,-,0,95E0EA6A355A4303A1A57BD03EB46D5E,
RB0320170419183304000,,,,,,,,,,,,,,,,,,,,,,,,"焼き物","イカうに焼","","",780,1,0,0,-,0,95E0EA6A355A4303A1A57BD03EB46D5E,
RB0320170419183304000,,,,,,,,,,,,,,,,,,,,,,,,"コース","寿(ことぶき)_飲み放題付","","",5000,4,0,0,-,0,95E0EA6A355A4303A1A57BD03EB46D5E,
RB0320170419183304000,,,,,,,,,,,,,,,,,,,,,,,,"コース","飲み放題1000","","",1000,4,0,0,-,0,95E0EA6A355A4303A1A57BD03EB46D5E,
RB0120170419181620000,2017/04/19,20:25:14,10180,9520,754,10200,0,0,0,0,0,0,0,0,20,0,-4,3,21,02:08:54,"テーブル2",0002,"中山 洋子","焼き物","げそ七味焼","","",650,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,"未設定"
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","鯛かぶと煮","","",780,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","あぶりにぎりセット","","",1050,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","和牛あぶりにぎりセット","","",1150,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","まぐろづくしセット","","",1050,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"にぎり","軍艦セット","","",1000,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"サラダ","シーフードサラダ","","",880,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,6,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,2,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり80","","",80,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","オレンジジュース","","",250,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"ソフトドリンク","カルピス","","",350,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","あんず酒","","",380,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"サワー・カクテル","カシス","","",380,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419181620000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,86F7D75401544DECA10854AE8F3CE523,
RB0120170419190605000,2017/04/19,20:31:48,13230,12390,980,15000,0,0,0,0,0,0,0,0,1770,0,-7,2,25,01:25:43,"カウンター10，カウンター11",0002,"中山 洋子","焼き物","銀だら照り焼","","",900,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,"未設定"
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","げそ磯辺揚","","",650,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎グラス","屋久島          ","","",550,2,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,3,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","しじみ汁","","",280,2,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"ウイスキー","フリージングハイボール","","",380,3,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","カレイの煮付け","","",750,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1000,2,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",800,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419190605000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",650,1,0,0,-,0,78D32F14258C416D882CF19CCB53F781,
RB0120170419200913000,2017/04/19,20:47:02,8300,7740,614,10000,0,0,0,0,0,0,0,0,1700,0,-7,2,8,00:37:49,"カウンター7，カウンター8",0002,"中山 洋子","にぎり","特上にぎり","","",1850,1,0,0,-,0,4859111E9A1D4083AF215A275D53E7FC,"未設定"
RB0120170419200913000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,1,0,0,-,0,4859111E9A1D4083AF215A275D53E7FC,
RB0120170419200913000,,,,,,,,,,,,,,,,,,,,,,,,"汁物","あさり汁","","",280,1,0,0,-,0,4859111E9A1D4083AF215A275D53E7FC,
RB0120170419200913000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",980,1,0,0,-,0,4859111E9A1D4083AF215A275D53E7FC,
RB0120170419200913000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","細巻650","","",650,1,0,0,-,0,4859111E9A1D4083AF215A275D53E7FC,
RB0120170419200913000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,1,0,0,-,0,4859111E9A1D4083AF215A275D53E7FC,
RB0120170419200913000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",2500,1,0,0,-,0,4859111E9A1D4083AF215A275D53E7FC,
RB0120170419200913000,,,,,,,,,,,,,,,,,,,,,,,,"季節メニュー","本日のおすすめ","","",600,1,0,0,-,0,4859111E9A1D4083AF215A275D53E7FC,
RB0120170419184401000,2017/04/19,21:09:18,14190,13410,1051,20000,0,0,0,0,0,0,0,0,5810,0,-4,2,32,02:25:16,"カウンター2，カウンター3",0002,"中山 洋子","焼き物","穴子白焼","","",1200,1,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,"未設定"
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","レンコンはさみ揚","","",650,1,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","生ビール","","",500,2,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,5,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,5,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,3,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり80","","",80,1,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,1,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,3,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",780,2,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","おすすめ日本酒","","",680,1,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","〆張鶴 吟醸酒","","",880,1,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",980,1,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",850,1,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",750,1,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419184401000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",500,1,0,0,-,0,8D57943D65F048EB9E08AB3799F90976,
RB0120170419202335000,2017/04/19,21:10:49,8120,7520,601,10120,0,0,0,0,0,0,0,0,2000,0,-1,2,8,00:47:13,"カウンター12，カウンター13",0002,"中山 洋子","にぎり","特上にぎり","","",1850,2,0,0,-,0,1652EB3F2C6B4FC2B4360F9134D2E048,"未設定"
RB0120170419202335000,,,,,,,,,,,,,,,,,,,,,,,,"揚げ物・煮物","茶碗蒸し","","",500,1,0,0,-,0,1652EB3F2C6B4FC2B4360F9134D2E048,
RB0120170419202335000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","燗酒・冷や2合","","",780,1,0,0,-,0,1652EB3F2C6B4FC2B4360F9134D2E048,
RB0120170419202335000,,,,,,,,,,,,,,,,,,,,,,,,"ビール","お通し","","",380,2,0,0,-,0,1652EB3F2C6B4FC2B4360F9134D2E048,
RB0120170419202335000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1000,1,0,0,-,0,1652EB3F2C6B4FC2B4360F9134D2E048,
RB0120170419202335000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,1652EB3F2C6B4FC2B4360F9134D2E048,
RB0120170419191033000,2017/04/19,21:31:46,14030,13300,1039,15000,0,0,0,0,0,0,0,0,970,0,-7,2,28,02:21:13,"カウンター4，カウンター5",0002,"中山 洋子","ビール","生ビール","","",500,1,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,"未設定"
RB0120170419191033000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり130","","",130,6,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,
RB0120170419191033000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり180","","",180,3,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,
RB0120170419191033000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり220","","",220,5,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,
RB0120170419191033000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり260","","",260,1,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,
RB0120170419191033000,,,,,,,,,,,,,,,,,,,,,,,,"お好みにぎり","にぎり350","","",350,4,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,
RB0120170419191033000,,,,,,,,,,,,,,,,,,,,,,,,"焼酎ボトル","黒伊佐錦","","",3000,1,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,
RB0120170419191033000,,,,,,,,,,,,,,,,,,,,,,,,"割り物","割り物&BS","","",380,3,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,
RB0120170419191033000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1800,1,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,
RB0120170419191033000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",1000,2,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,
RB0120170419191033000,,,,,,,,,,,,,,,,,,,,,,,,"お造り","本日のお造り","","",780,1,0,0,-,0,1917EA30721C4CCCA9FE3934D001D722,
000220170419215911647,2017/04/19,21:59:25,1000,1000,74,0,0,0,0,0,0,0,0,1000,0,0,0,1,1,00:00:00,"伝票00020209",0002,"中山 洋子","出前","コスモ","","",1000,1,0,0,-,0,77E5A91ABE674E8C8954A008F4562122,"未設定"
RB0120170419183704000,2017/04/19,22:21:28,9720,9000,720,10000,0,0,0,0,0,0,0,0,280,0,0,2,11,03:44:24,"カウンター14，カウンター15",0002,"中山 洋子","にぎり","おまかせにぎり","","",2600,1,0,0,-,0,EBC1075BAB3949E9A9D378DAA53E9A7A,"未設定"
RB0120170419183704000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","久保田 特別本醸造 千寿","","",680,1,0,0,-,0,EBC1075BAB3949E9A9D378DAA53E9A7A,
RB0120170419183704000,,,,,,,,,,,,,,,,,,,,,,,,"日本酒","八海山 本醸造","","",680,2,0,0,-,0,EBC1075BAB3949E9A9D378DAA53E9A7A,
